l2_regularization,learning_rate,max_depth,max_iter,min_samples_leaf,random_state,class_weight,val_acc,val_macro_f1,val_bal_acc
1.0,0.07,5,200,50,42,"{'down': 0.8, 'flat': 1.5, 'up': 1.1}",0.36608863198458574,0.3039136049948494,0.336743652664182
1.0,0.07,5,200,50,42,,0.3692999357739242,0.3027852999257541,0.34100826404574075
0.0,0.07,5,200,20,42,,0.37315350032113037,0.3025956026837137,0.3458437917459694
1.0,0.07,5,200,20,42,"{'down': 0.8, 'flat': 1.5, 'up': 1.1}",0.3615928066795119,0.3024797974580946,0.33321285456308286
0.0,0.07,5,200,20,42,"{'down': 0.8, 'flat': 1.5, 'up': 1.1}",0.35260115606936415,0.2970329333591679,0.325395456596662
0.0,0.07,3,200,20,42,"{'down': 0.8, 'flat': 1.5, 'up': 1.1}",0.3892100192678227,0.29539831412660095,0.3517632971385549
1.0,0.07,5,200,20,42,,0.365446371226718,0.29470942493263114,0.3369191075150149
0.0,0.03,5,200,20,42,,0.38471419396274886,0.29380835563064167,0.3505659525913871
1.0,0.07,3,200,20,42,,0.38664097623635196,0.29230035982603847,0.351160513593306
1.0,0.07,3,200,20,42,"{'down': 0.8, 'flat': 1.5, 'up': 1.1}",0.3834296724470135,0.29071424102561433,0.34663120256449825
0.0,0.07,5,200,20,42,"{'down': 0.75, 'flat': 1.45, 'up': 1.3}",0.36801541425818884,0.29017120306593985,0.33486269229450266
0.0,0.07,5,200,50,42,"{'down': 0.8, 'flat': 1.5, 'up': 1.1}",0.3519588953114965,0.28778167146446393,0.3227663324650951
1.0,0.07,3,200,50,42,,0.3834296724470135,0.2874323555951421,0.3474136399133944
0.0,0.07,5,200,50,42,,0.36287732819524726,0.2873247199488334,0.33248624087921197
1.0,0.03,5,200,50,42,,0.3904945407835581,0.2867497439940372,0.3523762711818172
1.0,0.07,5,200,20,42,"{'down': 0.75, 'flat': 1.45, 'up': 1.3}",0.3789338471419396,0.2843514610775262,0.341760816736266
0.0,0.07,3,200,20,42,,0.37572254335260113,0.28355482148921296,0.34071586689767724
1.0,0.03,5,200,20,42,,0.37122671804752727,0.2823835982656026,0.3377144680910762
0.0,0.07,3,200,50,42,"{'down': 0.8, 'flat': 1.5, 'up': 1.1}",0.38856775850995506,0.2806740708105631,0.34922462585479375
