flat_threshold,up_pct,down_pct,flat_pct,majority_baseline_acc,majority_label
0.002,46.786434816024595,44.0292054952445,9.184359688730906,0.46786434816024597,up
0.005,41.32001152848496,38.428283216447305,20.25170525506773,0.4132001152848496,up
0.01,32.05879527332117,29.436064943798634,38.5051397828802,0.385051397828802,flat
