variant,accuracy_mean,accuracy_std,macro_recall_mean,macro_recall_std,min_recall_mean,min_recall_std,score_mean,score_std
base,0.35436893203883496,0.029126213592232993,0.35250329577582196,0.027205331215444016,0.21619147149867296,0.056871577072477114,0.32617374905189866,0.022970743337946884
base_plus_regime,0.38762376237623763,0.04328499537286538,0.387773693689647,0.04227294323840319,0.27381204053664276,0.08544093141927107,0.3649063974023415,0.048401863542393404
